dataset,domain,method,seed,role,status,source_clean_TEST,source_corruption_mAP50,source_degradation,delta_A,recovery_ratio,interpretation
DIOR,brightness,C,42,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.004654437303543091,-0.08746368910311875,descriptive_only_unstable_near_zero_gap
DIOR,brightness,C,43,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.013928085565567017,-0.26172911272884897,descriptive_only_unstable_near_zero_gap
DIOR,brightness,C,44,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.010396361351013184,-0.19536284575506224,descriptive_only_unstable_near_zero_gap
DIOR,brightness,D,42,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.06944701075553894,-1.30501097377327,descriptive_only_unstable_near_zero_gap
DIOR,brightness,D,43,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.054566189646720886,-1.0253785657762762,descriptive_only_unstable_near_zero_gap
DIOR,brightness,D,44,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.05961163341999054,-1.1201898387171745,descriptive_only_unstable_near_zero_gap
DIOR,brightness,E,42,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.004625722765922546,-0.0869241009150318,descriptive_only_unstable_near_zero_gap
DIOR,brightness,E,43,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.01654784381389618,-0.31095820445660083,descriptive_only_unstable_near_zero_gap
DIOR,brightness,E,44,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.008075520396232605,-0.15175084746427153,descriptive_only_unstable_near_zero_gap
DIOR,brightness,F,42,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.07776115834712982,-1.4612459754897595,descriptive_only_unstable_near_zero_gap
DIOR,brightness,F,43,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.09377889335155487,-1.7622426595565353,descriptive_only_unstable_near_zero_gap
DIOR,brightness,F,44,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.0867915153503418,-1.630939600284719,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,A,42,source,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,0.0,0.0,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,B,42,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.02384960651397705,-5.1493468888745895,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,B,43,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.016308575868606567,-3.5211698088926067,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,B,44,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.028681665658950806,-6.192632391737983,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,C,42,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.030012160539627075,-6.479898333440577,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,C,43,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.027414828538894653,-5.919110739334664,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,C,44,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.02100074291229248,-4.534251335177917,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,D,42,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.07308551669120789,-15.779827552924523,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,D,43,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.10215699672698975,-22.056624412843448,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,D,44,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.09309244155883789,-20.09950453638762,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,E,42,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.014669805765151978,-3.1673444437294895,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,E,43,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.03067687153816223,-6.623415481629239,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,E,44,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.02196088433265686,-4.741554597516247,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,F,42,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.09794290363788605,-21.14676340003861,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,F,43,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.11491338908672333,-24.810845505437232,descriptive_only_unstable_near_zero_gap
DIOR,cloudy,F,44,student,complete,0.2948998510837555,0.29026827216148376,0.0046315789222717285,-0.10495610535144806,-22.660977414580785,descriptive_only_unstable_near_zero_gap
DIOR,contrast,A,42,source,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,0.0,0.0,descriptive_only_unstable_near_zero_gap
DIOR,contrast,B,42,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.02210208773612976,-1.6622206184273047,descriptive_only_unstable_near_zero_gap
DIOR,contrast,B,43,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.01648959517478943,-1.2401247075066568,descriptive_only_unstable_near_zero_gap
DIOR,contrast,B,44,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.01745682954788208,-1.3128670175092567,descriptive_only_unstable_near_zero_gap
DIOR,contrast,C,42,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.026173055171966553,-1.9683838229888562,descriptive_only_unstable_near_zero_gap
DIOR,contrast,C,43,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.022816628217697144,-1.715958705767386,descriptive_only_unstable_near_zero_gap
DIOR,contrast,C,44,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.025744885206222534,-1.9361826592912024,descriptive_only_unstable_near_zero_gap
DIOR,contrast,D,42,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.07063120603561401,-5.3119256596229185,descriptive_only_unstable_near_zero_gap
DIOR,contrast,D,43,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.08234214782714844,-6.192664580737128,descriptive_only_unstable_near_zero_gap
DIOR,contrast,D,44,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.09333895146846771,-7.019695672443317,descriptive_only_unstable_near_zero_gap
DIOR,contrast,E,42,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.014819145202636719,-1.1144960149182812,descriptive_only_unstable_near_zero_gap
DIOR,contrast,E,43,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.028956294059753418,-2.177701473000959,descriptive_only_unstable_near_zero_gap
DIOR,contrast,E,44,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.026240557432174683,-1.9734604315901776,descriptive_only_unstable_near_zero_gap
DIOR,contrast,F,42,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.08551418781280518,-6.431222599761523,descriptive_only_unstable_near_zero_gap
DIOR,contrast,F,43,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.07771247625350952,-5.844483194520401,descriptive_only_unstable_near_zero_gap
DIOR,contrast,F,44,student,complete,0.2948998510837555,0.2816031277179718,0.013296723365783691,-0.08752018213272095,-6.582086407688653,descriptive_only_unstable_near_zero_gap
