dataset,domain,method,seed,role,class_name,native_AP50,AP50,AP50_percent,status,precision,evidence
RSAR,noise_suppression,F_text_only,44,ema,aircraft,0.048,0.048,4.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_text_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_text_only,44,ema,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_text_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_text_only,44,ema,tank,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_text_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_text_only,44,ema,bridge,0.305,0.305,30.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_text_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_text_only,44,ema,harbor,0.086,0.086,8.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_text_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,ship,0.515,0.515,51.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,aircraft,0.114,0.114,11.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,tank,0.002,0.002,0.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,bridge,0.341,0.341,34.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,42,ema,harbor,0.081,0.081,8.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_42/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,ship,0.523,0.523,52.300000000000004,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,aircraft,0.048,0.048,4.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,car,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,tank,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,bridge,0.35,0.35,35.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,43,ema,harbor,0.088,0.088,8.799999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_43/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,ship,0.515,0.515,51.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,aircraft,0.072,0.072,7.199999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,tank,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,bridge,0.34,0.34,34.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,F_veto_only,44,ema,harbor,0.156,0.156,15.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/rsar/noise_suppression/seed_44/methods/F_veto_only/ddp2/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,ship,0.529,0.529,52.900000000000006,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,aircraft,0.054,0.054,5.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,tank,0.003,0.003,0.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,bridge,0.361,0.361,36.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,ema,harbor,0.183,0.183,18.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,ship,0.558,0.558,55.800000000000004,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,aircraft,0.19,0.19,19.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,tank,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,bridge,0.1,0.1,10.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,42,student,harbor,0.183,0.183,18.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,ship,0.526,0.526,52.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,aircraft,0.094,0.094,9.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,car,0.0,0.0,0.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,tank,0.003,0.003,0.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,bridge,0.359,0.359,35.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,ema,harbor,0.199,0.199,19.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,ship,0.538,0.538,53.800000000000004,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,aircraft,0.018,0.018,1.7999999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,car,0.01,0.01,1.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,tank,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,bridge,0.094,0.094,9.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,43,student,harbor,0.17,0.17,17.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/IRG/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,ship,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,aircraft,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,car,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,tank,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,bridge,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,IRG,44,ema,harbor,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/IRG/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,ship,0.535,0.535,53.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,aircraft,0.06,0.06,6.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,car,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,tank,0.003,0.003,0.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,bridge,0.356,0.356,35.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,ema,harbor,0.166,0.166,16.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,ship,0.584,0.584,58.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,aircraft,0.027,0.027,2.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,car,0.032,0.032,3.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,tank,0.027,0.027,2.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,bridge,0.109,0.109,10.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,42,student,harbor,0.064,0.064,6.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_42/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,ship,0.53,0.53,53.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,aircraft,0.057,0.057,5.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,car,0.001,0.001,0.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,tank,0.002,0.002,0.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,bridge,0.354,0.354,35.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,ema,harbor,0.17,0.17,17.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,ship,0.585,0.585,58.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,aircraft,0.011,0.011,1.0999999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,car,0.008,0.008,0.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,tank,0.018,0.018,1.7999999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,bridge,0.092,0.092,9.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,43,student,harbor,0.031,0.031,3.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_43/methods/LPLD/eval_full_noise_suppression_student_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,44,ema,ship,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,44,ema,aircraft,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,44,ema,car,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,44,ema,tank,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
RSAR,noise_suppression,LPLD,44,ema,bridge,0.0,,,native_zero_known_nan_model,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/noise_suppression/seed_44/methods/LPLD/eval_full_noise_suppression_ids_v1/class_ap.txt
